OBJECTID,plz,einwohner,SHAPE_Length,SHAPE_Area
1,81248,121,9358.74903,4455346.783
2,60315,0,857.6732225,42489.68048
3,24988,3350,52394.44942,109166268.2
4,93185,1786,71187.70008,76615246.41
5,93489,2622,62340.46544,90115006.39
6,93494,2018,58092.4903,59003238.25
7,93473,1931,50309.45353,66308556.07
8,99331,4523,46792.8482,50351732.56
9,60312,0,267.0653183,4446.401032
10,98694,7028,122071.0265,199537109
11,39628,3147,109766.5773,339071239.4
12,64760,10491,134601.7275,392872378.9
13,35647,4855,71649.63417,110283979.4
14,31195,5876,93723.75578,185587953.7
15,31084,4892,70285.57486,139853227.6
16,27639,17093,126536.4809,513231546.5
17,99707,4281,137991.2586,329483795.5
18,93413,16528,136093.9215,188807672.5
19,93499,1812,50562.79744,50473077.35
20,25867,21,14100.55593,5784603.35
21,82475,0,16446.93835,14133180.26
22,49593,7845,61426.96656,114753675.3
23,93477,865,44720.35891,35998605.5
24,24367,940,28781.29226,29037790.4
25,60306,0,510.6040087,13993.42205
26,49849,1647,44335.47699,127325863.6
27,93444,7150,92126.20299,145345728.6
28,93488,1971,70474.64402,102778981.6
29,4862,5193,90384.46083,295101646.4
30,38473,1260,32744.92951,44131262.06
31,9634,602,23097.15295,19638434.09
32,16552,6103,25991.05292,17872308.21
33,29579,757,29098.39232,30312679.4
34,93466,2621,59377.26023,54812187.29
35,93189,1194,44325.11955,24549525.37
36,99819,1609,46223.3369,45846037.5
37,93497,2081,28940.169,24173381.89
38,93476,1951,39125.30886,39718484.36
39,93437,9044,89353.51454,157595799.5
40,49610,12199,43974.01265,50137450.6
41,38476,1021,40710.2996,53531874
42,93480,1957,38632.18114,56768147.94
43,93453,3834,74730.03507,140443221.6
44,93491,2185,60786.69713,101895889.1
45,49699,4713,59466.5048,180113326.9
46,38556,971,30602.27589,39015451.6
47,49696,7729,89509.97055,281018068.5
48,93468,2276,65940.24248,58965769.18
49,93192,2813,85104.47455,88172612.7
50,93479,1527,35656.28211,23845611.33
51,93449,6784,104376.7436,238409027.8
52,93483,948,29157.65026,21458141.58
53,49692,6881,79313.7702,208483637.9
54,35687,1986,27067.17789,30812879.1
55,35690,1107,28290.87258,28319736.22
56,49688,6743,71838.91833,233591514.3
57,49685,11393,90984.90417,297276217.4
58,35686,1523,16389.84566,16279841.73
59,49681,14097,92907.58687,312811728.5
60,49661,32984,81934.98525,194006746.4
61,35684,3785,18610.45028,22277422.16
62,49635,4510,89522.3186,211228596.7
63,25576,1014,30080.16018,39186980.12
64,49632,8314,87220.99162,267179004.5
65,49456,5912,81532.9457,214537074.8
66,35688,2193,28481.12096,41310797.86
67,49439,9618,85484.9537,162469934.9
68,49429,9321,78105.05242,230263603.4
69,49424,9255,79776.14426,242576741.5
70,49413,12662,80160.22009,197232541.3
71,49401,16297,80496.75448,279639547.8
72,49638,2967,44180.94955,73979562.62
73,38378,900,29275.58032,21004951.11
74,49637,2529,76253.81268,176721822.3
75,49624,13094,109076.8323,391336028.9
76,49393,24884,112863.0146,247382225.3
77,49377,30373,87259.31277,239279448.9
78,49596,2529,48160.00811,100003899.8
79,35685,2605,19163.01025,15875957.14
80,35683,9513,31801.89148,40200954.71
81,49451,6549,69416.93271,148595156.5
82,49434,7886,94987.85597,247314780.6
83,35689,1171,18788.00103,18466040.21
84,93161,6789,76429.34797,102375257
85,49846,2896,58202.82638,134269797.2
86,49844,2337,43218.69778,55234009.92
87,49774,4722,75645.16385,217649667.3
88,93109,2505,51048.97284,62234739.12
89,21737,3079,46608.83645,77324901.4
90,38479,1366,21925.9122,13914412.64
91,21729,1904,36432.04927,75533019.69
92,24887,2182,89694.81964,112594887.3
93,38477,1872,31936.28843,39381449.45
94,93152,8833,70494.1941,77855484.88
95,93170,5531,119362.8842,185467198.6
96,24885,1677,46739.74059,92617379.78
97,38553,1881,18774.55135,17771729.18
98,93182,1582,59666.60873,52065169.45
99,24882,1694,42908.13413,72109139.89
100,24881,1358,44424.74265,55426778.31
101,24876,1051,35602.8721,52346854.75
102,24873,925,40730.13976,43125953.61
103,24870,810,40621.16963,63028635.52
104,24869,552,34332.9418,49179061.55
105,24867,1121,38860.80931,49255217.18
106,38550,6309,35954.90837,50471691.62
107,24866,2060,23603.68703,16763957.92
108,48249,46485,128004.2769,483560095.1
109,48324,12877,89741.02757,253649975.7
110,48317,15215,106584.5515,278313222.5
111,59387,15141,96372.98994,277354106.5
112,59394,9694,65152.0303,136139514.1
113,59368,29659,85110.08321,197743889.1
114,59348,23656,113181.0286,366565825.3
115,59399,12101,68737.16924,136245668.3
116,59379,26074,79641.1376,156956281.4
117,45731,28985,69160.19568,122025377.7
118,45739,30941,56003.52596,100383389.1
119,45721,37362,118471.6613,414287488.6
120,45711,34509,91209.5602,171598841.6
121,37649,852,34118.69064,48935315.28
122,32683,9054,72220.27739,156837268.2
123,38474,1530,39587.63992,63621833.15
124,32791,34903,100240.9643,200126127.1
125,38471,4858,52341.79033,83688508.88
126,32699,11948,99132.83517,244620984.3
127,32694,8229,69065.25341,131359557.4
128,32689,14299,103020.5158,297457618.2
129,32657,41112,117212.7199,266058416.2
130,46348,11178,61857.06236,151096288.6
131,37696,5380,73157.15367,168192392.9
132,38557,1899,21792.94078,20759467
133,37688,13873,105502.4592,254348392.5
134,37671,30209,136151.2898,412632678.1
135,34439,8450,117825.7511,332385302.9
136,34434,9144,124940.3375,359119007.3
137,38554,2533,28475.10761,21442310.51
138,34414,23596,142437.6362,435197475.1
139,32825,15791,111801.4472,260439606.3
140,32816,8976,91442.22709,157472227.7
141,32676,10240,93644.85456,232322691.9
142,46499,26485,121433.8584,428591934.9
143,38547,5073,66728.96375,74161317.8
144,38531,2257,35128.09561,29279311.8
145,38524,10848,90334.49586,238713411.3
146,48499,7578,57327.51873,142871603.5
147,48488,9780,99117.23133,375777592.7
148,48493,7833,69220.5742,153662890.9
149,48607,18941,76508.34595,281163399.1
150,48455,15142,89796.55938,267036547.7
151,48599,45509,65700.3639,209453445.5
152,48691,22428,91101.11944,358529905.2
153,48703,20192,71000.56394,208521224.9
154,48683,38426,97784.63205,400978700.9
155,48619,8382,70671.33145,183529889.3
156,38530,1336,22552.40704,19893345.95
157,48739,6970,58108.75344,148166773.9
158,93047,12726,10007.71049,4176099.952
159,48629,6409,47302.46166,106793206
160,48624,6883,66979.62601,181680609.4
161,48612,6521,57953.43471,118396584.7
162,48366,6495,57668.64023,93099092.18
163,48565,33455,77162.21542,296081761.2
164,93176,5492,85464.9653,169233394
165,93186,3231,44843.01427,57077889.36
166,93083,7597,65041.02265,57507884.9
167,93093,3802,36238.3415,22518618.98
168,93101,1546,33759.97325,35227908.07
169,48356,9403,59865.56723,136438224.8
170,48341,10043,74753.92829,166323773.9
171,48329,11568,59998.98637,140146472.8
172,48720,10592,103480.5613,249729129.1
173,48727,11537,97478.40854,240381563.5
174,48653,35880,94649.45551,370604558.4
175,93128,15061,128208.2613,242768345.4
176,93164,6477,62193.17699,106481434.3
177,48301,19226,85629.08631,224868028.2
178,48308,20007,122071.9736,286532354.7
179,48712,16936,77164.74791,212322624.6
180,48734,14338,72672.54644,205838757.5
181,93179,1924,55761.61575,70985707.46
182,46342,13020,72590.76171,185810458.2
183,46359,8111,59091.34254,139346963.2
184,93105,4845,33387.77956,26233286.03
185,93142,10538,60443.03008,81006154.99
186,93343,975,35732.719,40028413.36
187,93348,879,40341.76437,38001829.79
188,93359,1318,35558.9876,41724847.72
189,93333,12677,152509.4122,319137888.5
190,93346,4155,40219.51519,53291913.85
191,46354,8834,68278.52457,118862928.3
192,46325,41748,119423.4288,400989906.4
193,46414,19149,84871.25286,206263786.6
194,32839,13152,114169.6113,198063756.1
195,93351,2189,49753.8815,85259405.13
196,93336,6795,114573.6731,263963665.7
197,93349,1621,50167.69015,52460343.74
198,93354,4657,66684.66116,96539545.43
199,93342,5283,64097.53867,101316860.7
200,32832,9666,53211.64181,110319582.8
201,32805,17417,122364.3977,236052371.8
202,38551,2092,52208.68615,66293465.28
203,93352,3244,86666.19865,124745700.2
204,93077,11471,96813.62615,129704878.2
205,93358,1786,31639.72129,23139884.97
206,93326,12774,82055.06325,139016879.6
207,38543,2524,49514.79603,64793035.46
208,93339,5449,92384.28426,232988366.9
209,38542,4355,69399.4694,75687772.47
210,38536,8270,85991.89491,144911973.8
211,46514,13382,105932.6915,287739144.4
212,46569,13763,96608.84087,277045027.2
213,93345,2035,59052.59464,79676288.76
214,46562,37269,56189.26487,138403054.9
215,47495,30940,83453.18371,194318449.8
216,93309,15316,177311.7481,279415242
217,91207,25754,96511.93952,163812391.2
218,91227,6321,64569.49763,79737347.05
219,91235,3158,95220.61327,114302795.3
220,94158,713,37455.6972,33234985.74
221,94065,10290,86038.22711,183574704.3
222,94151,2313,107476.1423,194376585.6
223,94089,4323,72389.7625,136227765.2
224,94145,1338,86639.60745,130627492.7
225,94146,2540,60473.79251,89710781.06
226,94118,3369,62784.81785,97553420.42
227,94133,4478,60412.84303,93353429.91
228,91238,2733,61705.60498,90954097.61
229,94424,6190,96902.09738,183470311
230,94439,2898,66578.26184,109778548
231,46519,12806,63535.12038,154202067.7
232,46509,21315,83389.93864,188048102.6
233,46419,10932,59184.94126,111902547.1
234,46459,21612,93178.89437,286562637.6
235,94137,1630,44469.89877,43962227.52
236,94166,1417,56382.32268,41068241.15
237,94140,1821,50395.64022,89426944.7
238,24404,640,24543.11477,28249009.23
239,25725,1390,43899.29212,64219370.97
240,24402,805,48698.86139,55933577.47
241,94252,985,54682.05833,110002929.6
242,94244,5053,75679.2906,112198840.2
243,94269,3088,59150.68635,93375363
244,24401,747,39335.03155,38859404.28
245,23823,2176,70171.6893,141531517.5
246,25721,780,25719.3282,36462982.69
247,94258,2698,76764.52369,139303346.2
248,23821,1203,39343.34312,56622175.74
249,23719,916,37471.14181,54304480.4
250,46446,29948,89804.63812,210424550.9
251,94249,3269,53484.55771,105406767.3
252,94234,8057,81329.48129,145432782.8
253,94265,1755,45175.642,39556137.03
254,94256,2359,51745.95118,97186021.35
255,94239,5346,74425.5808,98165843.19
256,38533,3105,44961.93551,51885378.13
257,94267,2721,60858.45049,93323986.07
258,94209,10837,83802.22057,150972038
259,94262,2899,73076.93587,138293418.9
260,38528,1771,42966.57426,36453321.89
261,94253,3194,61485.70593,107050362.7
262,94227,11832,113247.973,348654448.7
263,94264,1905,44680.12658,79934962.21
264,94259,4342,73981.12749,113150782.7
265,38179,6830,47022.29362,55905656.84
266,25591,746,28812.42983,28415388.94
267,94255,1650,56031.58574,63889234.19
268,38268,12741,61012.54432,90883109.54
269,94250,935,51509.32765,69831960.51
270,94261,2143,57450.7187,70724114.98
271,94545,3390,80487.11955,100086754.5
272,94157,2801,58435.81125,68306562.61
273,94142,900,26286.89672,23935555.36
274,94548,1638,41415.1244,50948472.6
275,94163,1952,44060.84493,64454037.69
276,38176,10018,87807.99944,160614392.7
277,94568,1334,58827.74867,111853341.9
278,94572,1287,60422.05348,44000429.1
279,94579,1137,55539.5261,51024312.4
280,94518,3937,70120.6645,109112357.3
281,38159,16013,86354.51299,203976170.5
282,25587,1937,21046.92793,14293703.81
283,25786,783,43637.54212,63712392.47
284,94551,2728,70736.80559,98188014.01
285,94469,31552,111713.7167,178507908.9
286,94571,1424,40958.54402,57927815
287,25729,851,32960.03494,49581075.33
288,25585,630,37585.93332,78511108.43
289,94527,2278,58758.11103,67492790.93
290,94550,3136,60417.65723,92410293.05
291,25599,1508,42476.79215,50125141.52
292,38165,11523,84514.59591,192795401.1
293,38162,12804,75212.6903,158451547.4
294,94447,12225,61772.71009,82478116.73
295,94557,1805,28789.74449,22908537.73
296,94491,7104,85767.1597,105328942.3
297,94574,1368,39566.18964,47554968.27
298,94532,1395,43499.32838,55401684.65
299,94554,2165,50642.49421,74186488.3
300,94486,11577,133187.2463,254782443.8
301,94562,1172,38494.3336,39947770.98
302,94508,4840,70855.85922,91833108.44
303,94539,2793,57680.06585,107115479.9
304,94560,3258,48028.99273,54871935.33
305,94505,4779,66455.10127,91167983
306,25590,661,32155.75974,31864143.76
307,25575,734,40861.77836,40642658.5
308,94569,3038,63870.8055,102520783
309,94577,3809,67677.0858,63374935.89
310,25573,868,45188.86009,40460208.06
311,94034,14349,52477.65127,69441570.13
312,94130,3729,44155.48778,41492945.88
313,94086,8364,105171.6803,159916824.8
314,94154,2624,57687.77097,55880151.59
315,94127,4212,63878.98339,94745197.59
316,94542,2559,61000.64162,107913312.4
317,94152,3360,55606.6612,70482442.4
318,94110,5603,91765.99787,184352297.6
319,38379,1016,37439.72932,35079082.67
320,94538,3347,48740.0441,44418597.62
321,94072,6639,69416.00092,125680126.1
322,94107,6147,96514.38266,168242016.4
323,94167,1692,44779.67359,65186855.08
324,38376,651,37957.5277,37787938.01
325,25379,1056,38341.67784,35635671.71
326,94575,4764,67369.20871,130157985.1
327,94149,1957,46548.24364,57789699.67
328,94121,6512,43627.72676,72980688.48
329,94535,4057,47317.24564,54326091.3
330,38372,2704,47010.51021,48779352.29
331,38364,11653,68694.63779,125524039.2
332,25377,1736,60512.05789,84283017.36
333,25368,2242,25012.9418,24696059.14
334,94060,14865,81622.68243,156308690.5
335,94104,5419,55575.6945,90484775.47
336,94529,2410,52287.96599,46679125.87
337,94051,11700,79142.85087,189051341.5
338,25371,959,31560.6531,42667113.93
339,94139,2157,63514.28779,68416250.24
340,94099,6978,89190.19309,117066431.7
341,94161,3060,35639.05091,29882238.22
342,94136,4063,50916.99176,77331370.64
343,25370,914,31219.79771,33067422.77
344,94474,15913,120788.1171,197448963.5
345,94116,5899,55998.29669,85557949.69
346,94544,3549,46483.74215,74925403.91
347,94436,3623,91461.29779,116758553.6
348,94522,6705,92424.07002,163705369
349,94431,6324,80068.85496,163205620.2
350,25365,2835,39767.26526,48590470.41
351,24997,2186,43493.06168,84198889.33
352,94405,12527,85198.54831,193440941.5
353,94428,6462,106958.5262,224505580.3
354,94437,2886,64983.35704,94946764.12
355,94419,7488,140061.5691,215087549.2
356,24999,2290,29294.13221,38493795.89
357,86513,3269,51496.9292,57188807.71
358,86483,1180,31345.32809,32849525.72
359,86473,2941,74355.67387,96767056.36
360,86470,5941,39874.0169,45303357.5
361,86476,3079,68499.59352,85557157.76
362,86479,1164,49039.20757,39873209.19
363,24966,4372,52045.49829,131499579.8
364,86498,1738,52716.24908,60107390.13
365,86480,1808,56967.20009,72457905.16
366,86488,1228,40346.72063,30115443.43
367,86491,598,36942.82935,25145374
368,24899,554,35250.57755,44092203.68
369,86489,1469,34641.18687,26340641.68
370,94362,1727,53051.41894,56713701.31
371,94339,4004,103852.8208,180248912.4
372,94369,2728,40344.68147,33038715.03
373,94348,1660,35126.99369,34480583.25
374,94377,2919,54614.55657,53791750.44
375,94356,3657,67670.99993,99140580.42
376,94330,5668,109027.365,149340210.2
377,24897,701,41325.47205,58637168.64
378,22955,3189,30720.49217,30383527.22
379,24896,1506,48135.95248,65104333.78
380,94365,3027,44211.72817,45075194.75
381,94344,3604,89484.74148,181640775.2
382,94372,1467,51203.30315,51582837.96
383,94351,1819,51618.79341,52168251.43
384,94553,1410,36523.34634,45167993.16
385,94360,2436,43232.27004,33003074.28
386,94336,4269,63138.45505,69755541.71
387,29599,1015,56138.51546,70286381.05
388,94357,1750,54250.09029,62392154.39
389,94359,628,30998.95658,27964735.06
390,94333,6551,108075.9868,229744921.2
391,94366,632,45114.37192,37165023.34
392,94345,1712,44791.51849,50146053.39
393,94374,2769,69165.68323,76854656.04
394,94353,2207,57159.64285,75074084.56
395,94559,2501,53872.97615,59241232.05
396,86459,4105,69918.90861,93341490.88
397,86420,9701,68572.03768,75418256.71
398,86497,2476,63184.77877,59908285.37
399,86514,1101,29752.02328,25061531.01
400,29597,660,47183.23611,105640647.9
401,29493,592,39011.90942,64305906.26
402,29591,802,44982.5779,53187162.71
403,29590,493,22032.05644,23459127.69
404,84518,8490,51438.03917,58149247.61
405,84558,3209,64434.622,91073157.1
406,84550,1186,38124.6523,40059251.27
407,84579,2901,44523.44499,52161123.52
408,84524,8328,51653.16369,82666661.98
409,84571,2615,55237.82432,64185646.3
410,29588,1185,52626.35803,85850659.26
411,84503,12449,47779.79366,51960233.15
412,84553,978,42397.95005,49340834.56
413,29584,1771,61698.30024,110560312.7
414,86450,3791,63708.99004,93413747.14
415,86492,2176,45638.11911,46829108.25
416,86862,1821,62337.06603,76869735.77
417,86863,1683,38231.58559,28965606.9
418,86381,12441,68951.49416,100564978.9
419,86399,16363,76766.4371,113343045.6
420,29576,816,45924.16901,61803321.7
421,29488,836,33806.48297,54331644.57
422,86391,14427,29517.93855,25936441.3
423,86477,2166,33774.17598,21931544.52
424,29571,2116,82521.65339,198347473.2
425,29484,721,54068.67449,115530633
426,86368,20750,71017.29179,76195782.16
427,86356,21070,43228.26336,55019620.5
428,29549,8757,73225.65327,133450128.3
429,86482,2895,31499.14578,20893854.67
430,86567,3141,49618.36419,65105056.45
431,29525,33638,124415.0495,376485801.4
432,83530,3517,80779.04396,136990596.4
433,83358,1215,33729.0901,24030520.26
434,83301,15125,59503.94471,51069241.63
435,83365,2444,43456.81356,35879913.29
436,83329,6463,113674.6881,130287397
437,83373,1946,57828.44185,59458675.94
438,83224,7437,74958.0608,122389408.6
439,83349,3393,62069.58391,120152610.2
440,83413,4121,58607.72157,98815000.45
441,83256,244,62074.83085,135430946.1
442,29499,1583,68686.58005,142671308.2
443,83361,1375,52076.96724,50991399.39
444,83486,1734,96318.48861,283763428.4
445,83416,5253,56012.83285,87050535.94
446,83458,1351,109191.9088,236776160.4
447,83395,15796,29556.16338,32811146.44
448,83451,5156,46986.05411,39009275.74
449,83483,7421,66091.43049,136810150
450,83317,8259,78090.01406,156333692.1
451,29497,958,47164.66522,77009168.35
452,83410,6829,59257.32779,78307117.94
453,83457,2868,28630.39615,27164613.4
454,83487,1721,37163.12784,38811108.48
455,29494,946,88032.96355,183971162.1
456,29475,639,33388.2188,58929823.18
457,29490,1441,49698.59081,65962253.44
458,83122,2605,54467.74719,73869596.62
459,29485,1401,70299.94574,177099133.4
460,83512,12154,47384.20376,42041289.15
461,83553,1446,45531.48887,50652608.97
462,29481,742,50648.2674,86148266.09
463,29585,789,31472.00949,38563450.63
464,83080,4872,82894.99775,128517227.3
465,83126,2860,64223.36134,69057084.64
466,83533,4199,59466.59302,44856977.78
467,83558,1907,51598.83549,69502621.57
468,83093,7906,72584.52749,89311509.07
469,29479,1065,66140.28065,98077213.76
470,83139,2598,55571.66818,56931591.43
471,83131,2595,45743.82489,63125552.52
472,83543,3669,43444.13498,43678769.55
473,83562,1807,50599.82332,54747271.52
474,29478,653,33143.74717,53623395.48
475,38468,1634,56430.24954,152194581.9
476,83075,7549,79980.45106,127232353.4
477,83125,2784,56633.4093,54187025.46
478,29476,1247,84203.46568,133884113.5
479,83556,2553,47960.80216,66098754.06
480,83088,6446,68894.8506,82955261.57
481,83129,1220,32615.58243,36085016.94
482,83539,3854,66859.61096,79073401.64
483,83561,1338,25996.75245,18109173.82
484,29472,322,38384.43487,43768411.09
485,52396,4424,80851.44358,161083908.3
486,52159,8288,83130.34065,97090154.22
487,52393,8676,94413.08618,218580622.8
488,52152,15124,123814.6887,275088757.9
489,84335,2053,47795.83688,55893762.19
490,84387,2327,37886.20394,25251921.15
491,84323,4009,61737.36274,81933836.22
492,84375,5241,57614.57746,71528336.94
493,84347,11696,72444.59085,118798387.3
494,84332,3644,73209.83264,113095802.9
495,84384,2051,63592.01749,86642212.89
496,52372,17259,73333.5025,105032112.5
497,52385,9880,97230.05741,161629560.2
498,52391,8965,81542.91507,207102404.8
499,84140,6463,130080.1526,247123408.8
500,84163,3579,75266.32555,92762340.62
501,84180,3467,73980.85753,88928627.69
502,84152,5864,112915.3086,194465228.3
503,84164,4692,94426.67309,161169040.9
504,84183,2453,56457.97084,67617722.05
505,84160,4428,61743.94356,69224778.35
506,52399,9845,62686.3215,94780710.17
507,84177,2072,61794.04346,61842822.06
508,84130,17839,66855.69129,100986332.3
509,84539,7207,94039.78902,108636436.1
510,84559,3904,70397.8825,62045751.43
511,84437,1644,69267.39618,70435756.57
512,84573,953,52003.47099,57417780.43
513,84546,1230,42792.00756,31749238.01
514,52459,6952,46234.97888,90125209.46
515,52379,13471,59906.20849,103697052.3
516,84419,5781,91269.72654,118035467.8
517,84564,1642,63151.66532,62184144.44
518,84478,21345,51668.63327,48566912.43
519,52249,54732,79651.48449,189446392.8
520,84513,9996,48962.79896,61496257.32
521,52477,46553,44540.27319,79306092.42
522,38467,908,24993.77062,28465774.12
523,38465,3257,73526.55922,99860956.93
524,84574,1390,62050.33358,56740586.1
525,84549,2612,56910.35141,76539402.53
526,52146,37226,54392.00343,86356559.86
527,52134,46468,71042.84332,83598124.63
528,52511,26300,85684.38873,209571647.9
529,52531,24238,55996.40355,65657629.15
530,42799,27509,62261.21469,94444214.8
531,56575,8234,15459.5796,11899633.55
532,84428,3046,67039.47158,64946397.79
533,84565,862,37668.26177,44053163.95
534,84405,13925,105735.4433,224449885.3
535,52499,26376,40018.00978,69617730.3
536,84432,1454,54582.77147,62180810.98
537,84427,4288,88871.98223,104296360
538,84439,1193,42572.15904,40939549.42
539,84424,5412,67158.38932,98487875.18
540,84435,2701,59963.24849,76382701.05
541,84416,10510,115703.8228,185609313.5
542,84434,957,41980.81649,38758024.99
543,84076,4704,91856.90241,164285665.5
544,52457,13751,73752.50896,111068210.2
545,52441,12576,75843.73588,165078704
546,84036,22204,118036.8887,161644754.6
547,84098,3848,97525.19223,156350331.3
548,84171,794,45684.5823,38038929.47
549,84066,6369,95739.60767,166958377.3
550,52428,31866,90833.78955,227128727.1
551,84187,1374,33617.23015,35842229.31
552,84103,1626,58897.86408,79710917.06
553,84079,5106,66871.83637,116488408.3
554,84137,11152,104914.0543,156695816.9
555,52445,8299,89418.9219,172752874.4
556,83734,8027,54392.13288,49289071.63
557,83684,3658,45559.812,50004506.41
558,83714,11022,60000.08967,71815286.3
559,83737,3027,85854.52183,119632474.2
560,83607,15386,68354.78582,107253454.9
561,83627,3663,74590.32455,113709673.5
562,83703,5761,73025.7219,76152726.58
563,83730,5525,88868.60791,167542826.9
564,83666,5496,87047.45647,93787488.45
565,83708,2054,105042.3615,266024289.6
566,90455,15975,60987.75102,52573668.69
567,52382,13759,64741.96687,159231949
568,83661,9623,177905.4919,533997181.4
569,83677,3661,48730.84121,50710647.83
570,83671,3512,80901.46679,83521968.59
571,50189,20825,68628.58216,167129046.2
572,88285,3115,55155.86121,54197701.44
573,88326,9522,84855.89734,116544872.6
574,88422,8109,91233.63941,203354984.8
575,88484,1882,69268.78091,84726874.98
576,88696,4198,61722.17795,81409571.02
577,88099,2643,46732.56357,58626728.36
578,88273,4407,78820.42893,102380792.4
579,88281,3646,61849.13807,72054060.07
580,88364,3474,82199.02253,87591778.47
581,50181,23064,80640.00428,201981262.8
582,88481,1981,38615.23133,39492889.45
583,88097,4509,29215.85159,32108302.32
584,88213,15744,81255.40699,106551741
585,88287,2983,46987.12971,37844563.4
586,88316,12986,95550.32777,189091387.5
587,88427,8360,60486.62079,122826450.7
588,88436,4253,83572.92082,133274302.3
589,88486,1936,31994.07356,41853826.11
590,52388,10593,83537.39439,165451368.9
591,50374,49270,106547.4802,299600387
592,50389,35011,41324.19403,58472642.86
593,50321,43567,46409.46631,90790170.37
594,50354,55073,55473.80391,127947651.4
595,88477,6233,95161.63162,110813538.7
596,88637,2844,74566.87476,145817619
597,88179,1617,33671.00058,29664489.4
598,88260,6057,79301.43449,168126175.5
599,88353,8572,99248.47653,204657090.9
600,88416,12374,115412.7995,255018134.6
601,88430,4439,97903.26256,141506809.2
602,88525,2587,46119.74261,54047256.13
603,88161,10908,37026.38523,26111954.53
604,88699,2882,46621.92519,58589636.8
605,88079,8262,41137.89063,44990219.46
606,88175,4053,52572.58051,59961187.03
607,88279,3907,61986.68655,67629052.17
608,29496,918,58803.9531,137301476.2
609,88370,1204,36964.6871,22595177.89
610,88400,30869,149922.4552,163212749.6
611,29487,652,41476.42449,56887282.19
612,63741,25076,61994.38563,64171706.54
613,63849,4883,44738.16915,59038806.93
614,29482,1383,64728.16036,118813997.7
615,29587,816,49326.35388,95567646.44
616,29575,1565,86516.90493,134214512.7
617,29594,1038,49905.31015,93587210.45
618,29593,729,57933.97689,86744955.55
619,29562,2596,82308.28477,169244394.9
620,29468,1608,46335.81379,68259448.15
621,29465,1385,69659.05691,151428390.7
622,29462,2888,42064.64242,83812161.41
623,29459,2375,81208.73367,198615600.8
624,29456,5013,70283.98535,159532499.1
625,29451,8102,97375.35822,213256991
626,29439,9496,100719.3306,248304125.3
627,49549,6432,61467.58883,138717659.3
628,49219,6705,60067.46128,158350937.5
629,49214,7495,30452.16006,46529251.98
630,49201,9294,52636.86873,84370145.26
631,49196,9223,59600.46955,125756893.2
632,49186,10644,60121.94033,98490679.01
633,49176,10236,77507.8189,138106177.8
634,48477,19713,98750.41701,286750573.5
635,48369,7164,67596.58275,156796268.6
636,48361,6309,42076.93505,82333297.5
637,48351,9427,82994.90875,181441155.6
638,48346,10642,75529.7347,236659947.1
639,48336,14011,76985.08315,205906781.9
640,48291,18921,110445.7857,239278828.5
641,48282,35264,89573.34744,191274655
642,48268,34731,105497.9863,370910456.3
643,48231,37062,141096.1902,464672859.8
644,38464,2563,54430.83464,97461595.92
645,38462,1012,30123.84239,26028549.92
646,56218,10692,28624.45999,38976883.89
647,38461,2102,35980.66763,37610735.79
648,38459,1907,67059.55335,108874916.2
649,38458,4651,38134.24288,53517335.38
650,50226,49670,55401.89036,113369555.7
651,50259,53025,84685.8633,182461234.7
652,56648,2227,21221.56742,17118930.39
653,25497,2185,20105.06751,14865605.58
654,56299,5230,43265.28973,58984169.98
655,56642,3903,38674.49938,45607865.09
656,56637,5785,29948.80001,23024849.78
657,56630,742,18453.95055,10256235.41
658,56645,3728,42015.45802,41065977.66
659,56626,29123,63645.59818,129488560.2
660,56659,3183,24564.71691,27075150.82
661,26219,7488,74526.96687,275155437.4
662,56656,2430,24669.02578,22943106.93
663,59609,10442,78218.87153,190580587.7
664,59597,15608,91737.54768,231488463.1
665,59590,20769,80543.37471,253668113.1
666,59514,12347,91543.43953,221716152.8
667,59510,12020,116846.4632,328721074
668,59505,11517,89637.84864,164126969.8
669,59494,46728,99291.86596,221742590.3
670,59329,12453,98441.67624,304518666.1
671,59320,19710,112984.5567,328706021
672,59302,29029,101407.0165,268544956
673,59269,36198,97934.4913,290490101.5
674,26215,15387,133988.4818,297431734
675,59192,49049,54978.45321,115959534.6
676,78658,5810,56738.19863,75838435.2
677,78655,5951,57266.69047,108800183.4
678,59174,43765,65383.53832,107088334.3
679,58313,22830,42132.47364,57434513.87
680,22959,1186,30410.15471,27652639.44
681,72336,33366,76357.26266,203751299
682,72415,2142,30003.02737,36509159.38
683,72406,9126,44566.79525,73955053.67
684,72516,2514,50210.02548,41991154.89
685,72511,2773,56047.09712,82889162.44
686,72510,4930,58002.86336,126613979
687,22958,1345,30897.86953,20710134.39
688,72108,40898,191007.0687,323524197.7
689,25469,16265,29913.52173,35714040.03
690,26419,20446,109916.9525,194028621.4
691,26409,20698,167440.5842,600875895.1
692,72131,4462,39074.03157,34273266.1
693,72116,19392,68663.17266,113415983.1
694,72810,8590,38907.65739,39288687.16
695,25462,13608,35307.1866,37358515.76
696,78250,4577,77267.67711,137505360.7
697,78183,7436,87685.10744,127052691.9
698,78176,9981,95836.93877,218999488.4
699,78194,5581,87649.62521,164892697.2
700,25421,41070,48731.68268,61015110.71
701,22869,18143,26099.34818,28364617.66
702,78073,12315,81401.74469,138540750.8
703,78086,5025,41968.15301,50906057.97
704,25499,2220,29079.17951,35361596.99
705,49599,1801,50392.62713,113986861.5
