OBJECTID,plz,einwohner,SHAPE_Length,SHAPE_Area
1838,87769,1247,46020.32837,46689321.83
1839,87775,1420,39944.34196,52161328.91
1840,87773,847,26442.75264,34507294.29
1841,87748,1080,19808.99173,11308118.57
1842,87737,1944,31790.04187,39358670.91
1843,87767,1362,33063.73988,31189977.45
1844,87751,1706,33299.97482,30753348.32
1845,87654,1504,52505.90398,49192193.48
1846,87674,1726,58249.03669,73352436.79
1847,87640,4049,48423.28457,59915980.2
1848,87651,1650,62812.88203,80567359.04
1849,87665,3072,38853.46228,36510262.5
1850,87677,1844,43876.14505,44150790.83
1851,87679,1837,25138.29818,26482883.97
1852,87656,3681,45357.1347,49333807.06
1853,87668,1287,21393.78622,18818094.14
1854,87666,2166,49289.1899,52587073.36
1855,87660,1420,41517.6709,38717626.4
1856,87650,1294,47388.05282,58676903.67
1857,87653,1316,62843.60657,62542974.56
1858,87782,1376,47103.92924,52825551.47
1859,87671,1677,49741.00587,36705838.74
1860,87733,3706,72553.32656,114630625.6
1861,87724,7924,81116.55226,124602149.8
1862,87736,748,40631.93701,45595672.63
1863,87787,1862,39460.06949,32219885.9
1864,88454,2114,53319.17125,53161449.41
1865,87740,3078,30722.33665,22879702.43
1866,87789,1871,39426.52084,38768439.48
1867,87730,5289,75818.52533,93788415.24
1868,87758,1800,51418.97877,44986591.39
1869,57587,2494,32189.40859,44168788.75
1870,57581,1863,25568.26965,38875429.67
1871,57462,24847,88046.75998,215972923.4
1872,57339,7340,76327.34972,178042129.6
1873,57334,14214,99609.50832,342087548.7
1874,57319,19921,155137.4956,708156383
1875,57299,14497,76523.33174,198128330.4
1876,57290,13911,47889.17789,99264616.68
1877,57271,15363,89798.80253,204242794.5
1878,57258,18041,60027.83736,137085062.2
1879,57250,23422,111474.4713,345338586.2
1880,36289,2442,52087.37098,99730222.83
1881,57234,20481,69597.11544,181313811.9
1882,57223,30797,84370.76951,179003238.2
1883,36208,5034,81486.04226,95318942.98
1884,56462,3136,34812.58824,34586234.46
1885,34637,3252,58646.96564,91561726.21
1886,34633,2302,72902.32038,121229447.4
1887,56249,2827,35035.23166,39040521.51
1888,71723,8058,45251.83498,59646504.36
1889,73491,3116,67407.81611,84698030.19
1890,73460,5872,36669.81722,41841999.1
1891,73453,7337,113799.3318,166068032.6
1892,34593,4570,117945.2023,253428344.8
1893,71299,2629,23785.03562,19291975.08
1894,87466,4404,79680.95944,132399776.5
1895,87484,3411,48528.56384,64852401.39
1896,87497,2443,72396.61251,100322259.5
1897,87541,4833,108003.3638,299924482.1
1898,87549,4224,71851.70402,132234142
1899,87545,3172,39541.7042,34981490.76
1900,87544,5700,72574.94142,109857630.8
1901,87509,13922,91525.01086,178584038.6
1902,77876,5767,38929.49048,41806808.53
1903,77871,7278,60858.55286,62876323.23
1904,77866,11192,95060.56585,168940440.5
1905,77839,4972,50928.45984,66028916.57
1906,87534,7214,99371.42667,276174095.5
1907,87487,4823,75379.88512,70340695.52
1908,77836,6673,57535.69166,95516781.99
1909,77704,19853,74946.09569,153969225.9
1910,36129,5594,86665.56385,220299850.4
1911,34385,3599,46119.07332,38428840.43
1912,63549,3334,32038.65366,34766068.96
1913,36119,10794,122754.8469,219359588.1
1914,97072,16840,11769.69606,3833462.297
1915,63526,13125,41080.92388,45403708.95
1916,34519,4974,110486.6794,310728527.2
1917,34516,5880,96966.54349,255303418.2
1918,34513,7098,105537.5555,291676989.4
1919,34497,23555,129402.6436,316842443.8
1920,63639,2457,66305.97849,127646873.7
1921,63828,1836,50563.24043,28705100.52
1922,39448,3306,93836.4568,102291272.8
1923,19339,3643,186188.6555,556122208.5
1924,97253,2495,49340.86684,76117091.52
1925,97070,12029,12283.31017,5305494.413
1926,63637,3611,76240.90215,122085928.2
1927,97243,972,37758.30055,34983749.64
1928,97993,4779,136696.6194,277180977.9
1929,97996,4947,118342.1328,245429276.8
1930,97980,22061,106949.9847,307643152
1931,63636,5208,49691.51694,75165168.69
1932,65627,2357,26158.94891,27369778.92
1933,63619,9203,53576.59351,116455369.3
1934,63607,12293,84747.45375,124475688.2
1935,63599,8380,79172.50718,191491859.3
1936,63594,7273,32143.80896,45910139.57
1937,63589,9876,46669.93643,72810151.98
1938,63584,14359,80304.52134,165567075.1
1939,63571,21792,65044.92342,109276606.1
1940,63546,4770,37838.50007,49736427.65
1941,63486,20236,49479.74586,72080939.73
1942,77975,2216,23121.07035,19125864.95
1943,77971,5339,50317.86071,46528694.02
1944,77933,42549,98548.07733,162091254
1945,87719,13944,74913.9363,126274647.1
1946,77972,4621,39121.26262,30179605.45
1947,65614,5566,45397.7666,77551388.04
1948,87766,2600,17695.82487,13601153.2
1949,87779,1710,10396.33165,4329470.501
1950,87752,1218,28014.30213,27103245.92
1951,87784,2100,51624.85397,47189205.25
1952,87776,2555,44950.8305,59216173.96
1953,77977,3711,35956.4373,45727860.16
1954,77966,4763,43277.9638,55564675.08
1955,77955,12028,67693.46164,128891311.9
1956,79206,14001,69074.47273,121963672
1957,63694,5258,31602.34239,30912907.22
1958,63688,7605,77784.44572,184817185.1
1959,63699,2798,65058.20548,75119226.7
1960,63697,2904,55314.13594,39859329.01
1961,63691,4871,56561.31021,84455056.65
1962,67680,841,20598.29289,15537966.63
1963,63683,8951,73008.58026,133897826.5
1964,79669,6011,55182.16984,74267998.05
1965,72793,17665,54512.67987,68449082.13
1966,88356,6762,114240.7261,243669678.8
1967,87760,1439,36629.6816,33919983.44
1968,63674,11882,48860.89645,73381509.29
1969,63667,16876,112771.6831,291964939.6
1970,63654,20881,108951.0495,301118832.5
1971,34359,4607,56742.43773,31587706.15
1972,22089,19734,11347.17688,5029187.5
1973,34329,1822,28524.46861,9901868.145
1974,37434,14255,117937.2038,273418102.6
1975,34266,10337,46105.85767,56789124.43
1976,91284,2832,107808.0012,51174603.59
1977,36396,10598,135321.8543,353261242.2
1978,36391,9123,105469.1186,279293938.6
1979,71737,3586,31677.60519,30327853.09
1980,34317,5118,48011.11517,72102581.54
1981,71404,9858,33467.78983,27741690.84
1982,73663,5921,58051.31307,61174937.45
1983,34314,4904,30866.037,34735445.59
1984,71543,6635,75458.35895,76177061.88
1985,71686,23086,46230.48695,52657887.23
1986,20255,13770,9096.125288,1994468.227
1987,34277,8803,39105.03289,44412307.87
1988,36369,2479,67743.08974,130496423.2
1989,34246,18079,34021.60422,35985680.62
1990,34479,3735,73728.34768,104260585.9
1991,34466,12729,143229.0516,287241003.4
1992,34396,3345,81580.79076,125906262.9
1993,30521,32,9414.67842,4284512.716
1994,34393,5950,87756.09307,128490206.2
1995,34379,7541,88456.55389,141065383
1996,34376,6963,55843.48665,73691196.99
1997,36325,2629,61196.15672,141753034.9
1998,34320,4940,74128.18843,149776305.9
1999,34292,8028,37573.0367,45825797.03
2000,34289,6607,133020.7179,221299772.6
2001,97280,1508,39361.59172,49061967.02
2002,34260,12502,52537.97154,66327777.4
2003,34253,13517,33205.96498,41785159.42
2004,34225,27389,63335.1723,97706208.55
2005,61250,13316,83816.00238,139160285.1
2006,35519,4273,28697.97143,39323467.17
2007,35516,5638,50706.14784,77897932.52
2008,35510,23912,100535.6937,262371650.5
2009,35428,11671,77826.84671,129539800.1
2010,30171,16131,7686.338985,3007796.82
2011,37299,1097,40816.36899,38828572.47
2012,37297,1697,57352.37448,49889213.21
2013,37296,3128,79471.13336,171900998.7
2014,37293,2898,70470.29047,150725284
2015,37284,4715,82009.91347,241033903.1
2016,37281,4257,67027.12958,117563876.8
2017,37276,4843,57139.27817,101732614.2
2018,37269,19464,89342.19403,158027015.4
2019,37247,6767,76499.46866,93660662.82
2020,37242,8270,99444.25993,187812942.7
2021,37235,12213,116003.3903,268027345.3
2022,37290,3228,71400.5213,113564654
2023,36205,7826,106900.2765,285400890.9
2024,36287,1803,52308.25341,106244341.7
2025,36286,3065,65207.34307,161385750.9
2026,36284,3214,62178.06414,88892434.25
2027,36282,3191,42060.6859,44410186.75
2028,39124,13706,16136.20733,12204664.53
2029,36277,4625,76409.93831,160307885.8
2030,55131,16953,21670.84491,12842529.32
2031,36275,3662,64435.26931,125777817.9
2032,36272,5480,75382.52963,160518969
2033,36269,4239,56958.3548,51427507.48
2034,55118,24753,12393.66351,4570497.018
2035,36266,7575,79129.38029,150949852.6
2036,36219,1480,41574.65625,58732722.66
2037,55120,13316,26607.139,19259007.68
2038,36217,2442,51455.76318,102012780.4
2039,36214,2848,74439.10826,142746882.7
2040,55252,11783,22805.96419,23187986.23
2041,36211,5136,81424.86881,165841729.3
2042,36199,13433,77234.7757,198814683.3
2043,36179,13766,108092.9141,235537087.4
2044,36166,3067,67699.06498,139652400.5
2045,34323,3933,62227.58431,87312498.03
2046,36280,3272,63963.11699,110140151
2047,34639,1107,51471.48712,67700147.07
2048,34632,2488,54959.53995,125946031.4
2049,34630,3149,84863.8147,153559987.1
2050,34628,5102,75846.01733,150233370.5
2051,34626,7265,90000.82246,166408387.4
2052,34621,7638,99869.4342,216007971.3
2053,34613,18377,104484.5074,213168925.4
2054,34599,3264,71499.06764,97295463.25
2055,34596,3909,60906.76371,100605015.7
2056,34590,7367,71993.73334,129902215
2057,78462,17250,10141.43854,4731831.644
2058,34587,10810,86531.60077,212148674.9
2059,34582,12866,91976.6657,207860494.7
2060,34576,13972,117320.6653,252554703.3
2061,34560,14512,96094.24276,225443992.6
2062,34327,2952,44053.323,44610804.73
2063,67374,2398,23202.19973,13614500.1
2064,34326,3521,56160.64359,122014719.4
2065,34305,5263,51480.4576,77793968.28
2066,34302,5234,54298.41487,66972011.02
2067,67127,2855,20590.05685,19442911.49
2068,34295,7265,60025.12207,65569902.21
2069,34286,6247,81312.57923,247474833.3
2070,34281,9183,81915.41352,118437861.5
2071,34270,10027,59282.23206,78878632.4
2072,34212,13299,79282.57999,159073001.9
2073,23999,2566,83788.30995,100551901.8
2074,82491,3436,47148.97784,107720399.2
2075,87645,3085,82609.33115,166862457.9
2076,87642,3427,103609.9105,275410207.7
2077,87672,2166,66018.5108,85835422.4
2078,87669,1221,38638.66758,28955070.91
2079,87659,1106,36483.74441,28675898.03
2080,87629,14315,63634.88936,95749183.11
2081,87494,788,47430.22714,37978456.66
2082,87663,1389,55842.07513,43333595.53
2083,87657,1287,45493.96366,51680296.22
2084,87471,6753,50945.79854,45819241.69
2085,87477,4660,57139.5928,90091939.2
2086,87474,3919,84830.4356,128419889.8
2087,87448,8876,82674.59841,131632265.5
2088,87480,5043,79380.61316,143791722.8
2089,87547,1376,48860.63044,76762158.99
2090,36381,16322,91420.40624,274960746.7
2091,36367,3981,50179.98778,95770774.34
2092,36364,2901,35141.48875,32312826.1
2093,63071,21159,22077.84818,15834755.3
2094,36100,14728,67871.60342,88024782.62
2095,34508,6019,87083.75442,205056289.2
2096,35119,2165,71166.96326,131032673.2
2097,36169,1661,49241.47199,75933581.05
2098,63065,17169,10254.84913,3647161.178
2099,36167,2874,73764.09716,113232661.8
2100,82054,7135,60282.47832,126834171.7
2101,82547,4176,71025.54701,90713750.9
2102,36163,2549,59443.15862,100378336.2
2103,67126,3032,25975.17723,22864850.94
2104,36160,3327,59991.51847,74337714.56
2105,36157,4543,73348.64484,91366493.13
2106,67585,940,19489.66233,13419763.3
2107,36154,4729,60965.03194,128158326.6
2108,65629,1460,24723.59102,19598142.66
2109,36151,6551,67237.26333,161430631
2110,82445,602,41252.4845,51772355.54
2111,82431,3448,56667.91965,96752906.41
2112,82438,1528,67636.98551,120952962.7
2113,82418,15219,93035.24654,173192177.6
2114,82481,7349,118566.8187,290406494.5
2115,82435,1116,38137.60331,38941741.68
2116,82494,1510,48430.67562,44051173.16
2117,82493,372,44556.63078,35469054.72
2118,82444,1191,42863.55655,54205045.27
2119,82442,1613,76805.65382,78196035.83
2120,82490,3692,43636.52712,56437398.06
2121,36148,6315,79636.11918,172563656.6
2122,82433,2359,44105.47542,71916988.41
2123,82499,1384,48809.89259,74388297.22
2124,36145,6082,99519.88621,217344372.6
2125,36142,4524,66427.38784,149654119.3
2126,36137,8575,81835.07126,183008376.6
2127,36132,7274,92759.71458,223332899.1
2128,36124,11055,94385.05611,138170595
2129,36103,8701,62812.87888,123530178.7
2130,65396,5550,20483.50347,15274057.07
2131,36093,15820,66450.20451,74832476.12
2132,36088,15864,111222.2883,296488900.8
2133,35285,3908,73370.26981,149089904.1
2134,35116,3086,60075.32678,147514764.6
2135,35114,3740,92191.04606,229347034.4
2136,35110,3085,79202.35678,145034554.7
2137,35108,5636,57948.7253,104489111.5
2138,35104,4217,84982.26797,245447429.6
2139,35099,4903,74794.88551,101540333
2140,35088,5480,90515.1015,152521616.8
2141,35066,18080,126374.8275,317521771.2
2142,34549,6570,109976.3353,294119754.7
2143,34537,16620,104334.3847,303769566.9
2144,34477,4548,85386.65121,190051149.4
2145,34474,5395,73616.14152,212986304.1
2146,34471,6794,88195.41245,173368932.8
2147,34454,15644,134431.5807,323256673.9
2148,97256,1268,29820.53779,24928583.35
2149,97232,5175,72513.99076,114355588.2
2150,97268,2152,40435.92125,45243060.37
2151,97277,2207,46673.3896,63391110.15
2152,97264,2609,42518.5033,54595422.78
2153,97237,2031,37620.9776,57478097.09
2154,97950,4006,70981.24284,134251710.1
2155,97947,3678,60284.15001,106335456.9
2156,97957,1686,57514.94833,79488018.85
2157,97244,1289,67144.12752,86087779.86
2158,97999,5589,78150.65242,99140541.25
2159,97990,7356,92269.23132,191580493.3
2160,97283,766,48647.86753,56930261.31
2161,97239,1529,39279.60867,41650794.23
2162,65604,8059,36092.0864,40320149.95
2163,35799,3322,38280.1942,56418262.32
2164,97959,2092,32636.87767,40708541.18
2165,97944,6753,89238.86982,240720886.2
2166,65620,5849,46254.65931,73811814.56
2167,65618,8132,64086.56031,99002330.25
2168,65399,3871,30759.52656,30105608.4
2169,65611,6637,48335.93302,61250583.73
2170,65606,6949,75709.21879,105578545.1
2171,65599,8525,49978.19891,79911397.63
2172,65594,9711,66089.51236,107241866.4
2173,65589,12051,57716.23201,102846257.8
2174,35796,4537,61529.74073,92346383.81
2175,35794,5754,55112.3256,75971557.02
2176,35792,4313,58539.9666,83703308.39
2177,35789,9063,84216.69083,191198572.3
2178,35781,12715,72609.9885,142464785.8
2179,97922,14547,99886.92287,224198286.6
2180,97953,3093,67760.72749,145616006.4
2181,97956,3417,78079.25864,102973590.8
2182,97941,12822,84359.32754,164956671.7
2183,97900,5368,82573.6534,194246308
2184,37191,7340,86455.28843,186153954.9
2185,37181,8080,96898.26875,219249928.7
2186,37176,8145,86623.93595,140372858.4
2187,37154,29366,124596.8024,379465232.6
2188,35469,4178,41112.01638,55159914.74
2189,35466,5175,62984.8536,108596920.7
2190,35463,6478,36767.24308,52956800.32
2191,35460,8117,39355.92883,70241466.43
2192,35457,9838,48979.02782,53356613.97
2193,35452,7260,27403.28674,26086225
2194,35447,10261,64188.51388,111330370.2
2195,35444,10035,63497.22339,109228576.1
2196,35440,12095,41465.54344,56362206.38
2197,35435,12192,55179.2282,106192756.3
2198,35423,13117,82052.40884,189238597.3
2199,35418,12748,57472.01614,98971419.57
2200,35415,17341,56224.94973,94115591.71
2201,35410,12515,86972.76128,214583638.3
2202,35321,9750,93350.31781,240028877.6
2203,35305,13788,128167.7219,220476176.1
2204,97249,3436,20178.52462,12712667.46
2205,97204,9013,29309.09895,18126026.56
2206,97297,4850,50722.21816,45892026.46
2207,97265,3725,33966.11641,33550222.77
2208,35094,6829,65527.13437,104179758.6
2209,97299,4300,31589.69888,23839635.66
2210,63679,10400,99168.78436,330899479.4
2211,36399,3248,79433.4545,162057702
2212,36358,4870,87954.66008,200474600.6
2213,36355,4834,93882.0247,227513342.6
2214,36341,13289,79916.52578,251313523.1
2215,36329,2895,59647.60181,136021326.4
2216,36326,2048,48541.72182,68272374.21
2217,36323,2548,59493.1115,137860768
2218,36320,3378,84035.90103,200182460.5
2219,36318,2921,67623.5328,135122751.7
2220,36304,16412,138751.084,319335518.1
2221,36110,9641,94987.77017,352991203.6
2222,35329,2908,58307.51322,136122277.5
2223,35719,3491,28777.39366,42085628.77
2224,35327,3096,70679.85837,163656976.8
2225,45141,21327,31296.66013,21030623.83
2226,35325,9496,86542.26133,216014145.4
2227,35315,7664,77001.88491,216443542.6
2228,97274,3107,40479.63319,67391273.14
2229,97259,1590,33595.77792,42381052.15
2230,35288,2399,44752.39849,75172206.52
2231,45127,8529,12119.67054,5988817.127
2232,35287,5107,61712.24084,111321619.4
2233,35282,4487,107699.9624,172036590.9
2234,35279,8639,86113.5361,141865375.6
2235,35274,16216,102362.4998,227099895
2236,35260,20735,107209.847,198096195.8
2237,35239,4155,48656.45598,62140712.92
2238,35236,6983,53330.3152,115538428.2
2239,45131,10873,15184.72432,6139788.561
2240,35232,11717,78758.96439,181634140.5
2241,46240,25238,35744.38034,38757537.31
2242,35216,13706,83552.10779,223623039.6
2243,35117,3491,53619.8999,103520495.1
2244,35112,4073,44922.82152,66199882.49
2245,35102,5639,65233.44642,119437688.2
2246,35096,6984,74542.71309,120194639.9
2247,35091,6738,60309.00196,68079509
2248,35085,8883,84093.85219,178646061.1
2249,35083,9026,92551.04999,259401349.6
2250,35080,8255,48940.26224,99193039.32
2251,35075,12245,69965.51271,183008684.2
2252,35768,2783,50473.02172,69476223.26
2253,35767,4937,47593.13128,78635818.48
2254,35764,6520,40345.03959,46877148.17
2255,35759,5132,62886.94537,117183845.6
2256,35753,6883,81781.7765,165569561.9
2257,35745,20648,74795.0091,159180251.7
2258,35716,6010,46375.80918,93420736.41
2259,35713,10292,60579.71881,114736016.3
2260,35708,19722,92599.3409,267273042.1
2261,35649,3422,57268.50065,89454404.64
2262,35644,4891,60889.03831,112683794.4
2263,26487,2831,45456.96888,76923332.34
2264,35641,6394,54485.57062,84148262.11
2265,35638,5803,57066.5192,70782390.14
2266,35633,8102,40520.85291,60003292.13
2267,35630,9263,54040.79688,113246243.3
2268,35625,10544,56211.36854,101457654.7
2269,35619,10760,68038.94954,116712638.9
2270,35614,13616,58128.53094,109468610.8
2271,56821,862,31696.58146,18029015.72
2272,35606,13464,52428.97215,84416004.7
2273,97276,3163,19028.8282,15980582.83
2274,97261,4304,34236.31258,38618439.49
2275,97250,1680,16275.00248,9649969.971
2276,97209,9692,25920.08142,25915104.14
2277,97246,2787,19458.64734,16896012.62
2278,97288,2374,24732.0808,23190254.83
2279,97236,3307,45721.40185,38723340.87
2280,97218,6130,18216.41492,11101645.53
2281,97228,5387,34030.62235,35543120.49
2282,97247,1282,29569.8337,27806192.05
2283,97279,1175,41767.40783,47937174.66
2284,97273,4469,27317.80915,29614747.51
2285,97230,4809,43673.55835,43419192.42
2286,97294,2788,43765.15415,57433607.58
2287,97262,2403,43858.65047,52791735.82
2288,91085,6261,63675.57045,87547340.95
2289,90617,2163,15422.39801,8125893.135
2290,91239,1869,24309.29378,15650467.65
2291,91217,12240,51478.84485,54220453.68
2292,91247,1706,50611.61944,52428012.72
2293,91241,2053,74139.76257,102638913.7
2294,91245,3145,69673.23766,97362323.26
2295,91220,7897,114836.2484,117140853.5
2296,90542,13987,72127.39315,70593425.22
2297,91086,3021,41688.44155,43667331.23
2298,91091,2326,21813.56853,16956483.67
2299,91074,22222,72951.10259,113204473.9
2300,91093,3379,57178.15276,59088914.82
2301,91341,4563,32061.14249,18537022.16
2302,91334,5174,23598.76946,16089028.22
2303,91350,1499,30107.73879,30851561.5
2304,91325,7301,64230.6915,75738851.06
2305,91487,1543,49867.17951,75972602.02
2306,90513,24785,61034.66737,67993978.5
2307,90522,17067,33176.54763,28468264.22
2308,90547,13507,47470.19809,46081629.66
2309,90614,2115,24004.29207,11925608.86
2310,37186,7224,106938.8028,213879341.2
2311,37589,6820,88665.07489,220419046.7
2312,37581,10055,104491.7337,237050977.7
2313,90579,10375,73392.26823,109544615
2314,91088,4387,22347.42603,9699256.983
2315,91083,7345,46601.43156,28116939.09
2316,91249,1219,40528.10625,29742794.03
2317,90518,15080,76715.09841,114662126.4
2318,90592,8302,65696.11319,51691288.99
2319,21382,3335,49562.97672,55634779.08
2320,21365,10126,37934.75785,44950933.12
2321,66649,6164,43432.40968,55999218.76
2322,66640,7424,40649.80638,61498642.07
2323,66629,8277,64644.20896,113733620.4
2324,66625,10277,103911.6301,241802148.3
2325,66620,8870,101173.2361,157966050.8
2326,66687,16221,102961.8471,263247262
2327,66709,6556,50537.97311,80111458.85
2328,66646,10597,60675.7802,94235733.03
2329,66636,12416,72308.8624,136817978.3
2330,66839,16455,83123.44274,138530823.8
2331,66809,9316,37819.01433,53064898.99
2332,66822,19511,91874.18201,151679789.8
2333,66793,13358,55834.00889,98136892.14
2334,16515,43375,162665.1183,491303632
2335,16359,5515,88909.22101,164678797
2336,16559,4323,151802.9562,394582911.4
2337,16798,6178,182159.791,594371185.2
2338,66459,10039,56333.50883,73392093.89
2339,66440,21247,118454.031,253736032.7
2340,66453,6784,66706.3849,133793882.9
2341,66399,11146,75133.98117,135160189.8
2342,66386,36653,61114.12572,117177378.4
2343,66280,16605,33378.10419,37737212.51
2344,66287,13504,37816.18541,47637784.28
2345,66265,18205,58557.14334,94335363.87
2346,66292,14793,35643.38658,34473923.8
2347,66346,19175,40988.91517,56207582.43
2348,67246,2966,28937.6013,34864231.76
2349,66773,17348,44845.24494,64018947.12
2350,66806,6555,21881.48859,19709312.82
2351,87493,3355,29037.05731,18667616.65
2352,67311,827,14846.19644,9998169.711
2353,29649,4104,87201.99675,295328703.5
2354,21435,10868,53774.61859,108572038.3
2355,18565,994,107110.604,53826448.42
2356,18225,7357,35494.57067,47063818.64
2357,18196,7086,104144.9102,347687932.1
2358,18190,5725,95945.20469,238774248.9
2359,16244,9825,237324.3644,647325516.2
2360,87700,41264,97490.98739,156219564.5
2361,87600,41590,60365.94697,90933534.69
2362,66352,8349,35201.13615,59118888.65
2363,66333,38818,83436.23682,156978969.6
2364,66787,17942,41175.91604,60751153.26
2365,66802,11663,52747.20236,80068566.4
2366,66798,9490,59596.68234,99279710.29
2367,66740,34553,70406.77623,102361075.7
2368,66763,20259,36856.19116,51409576.36
2369,66780,14560,79887.94694,145049649.7
2370,66693,12210,105111.2535,185328749.9
2371,66706,7791,77619.00006,178628805.3
2372,98596,6568,69034.45048,124196285.1
2373,98593,6326,76383.39457,171517632.2
2374,39288,23188,120204.7989,441214556.8
2375,39171,9243,81571.77929,274960534.3
2376,88367,4139,54644.17033,81800676.41
2377,74582,4239,77940.56057,94491221.6
2378,74585,5282,128983.6365,175887348.3
2379,24989,1046,42571.64998,39477737.88
2380,24837,23698,51866.77703,74088532.42
2381,24817,952,49798.31954,68150211.47
2382,24409,808,37015.61711,48518387.69
2383,45133,14458,37929.00045,40471682.21
2384,24955,10914,40180.75923,55009973.68
2385,45359,26907,29811.09497,19563529.94
2386,45134,11898,22062.33694,13615438.89
2387,24893,906,32041.75893,42175232.73
2388,24863,785,43800.43492,70672723.26
2389,45277,16108,17866.77789,17359945.78
2390,24861,742,50170.44525,55947523.61
2391,45468,21271,15392.21567,7047881.643
2392,63925,1420,16818.22271,11784298.96
2393,63911,6124,42125.56916,50607608.61
2394,23946,2488,56284.96213,60644774.2
2395,23717,1483,58238.82427,100743949.3
2396,23715,3498,78570.62919,186832202.4
2397,88131,27392,66709.42858,79283376.26
2398,63863,3837,52504.4213,91432755.82
2399,63920,5084,36102.19324,45359024.7
2400,97877,22576,140849.7815,331590325.9
2401,97904,1814,28519.58896,27179510.59
2402,63939,4750,33014.00762,38125959.4
2403,63906,9914,36526.85414,38969169.59
2404,63933,2558,44428.36016,58073381.76
2405,18273,28907,93571.98296,203320544.1
2406,17328,2056,75089.57263,229681781.7
2407,44787,8368,11246.88333,3381740.013
2408,17326,2025,82334.60225,285824126.5
2409,14624,8635,74323.81246,179018466.1
2410,14558,8601,89181.59836,127738652.8
2411,23617,16525,72099.74066,163958016.6
2412,22969,1389,25532.25077,22374242.13
2413,21765,1121,36075.92468,60735697.82
2414,9355,4170,22359.04878,24191137.8
2415,9353,6277,34107.24629,36638508.31
2416,67472,1301,25747.55936,33233150.14
2417,9350,12403,38238.26498,38684457.59
2418,9243,2259,26289.72888,25431869.5
2419,9232,4521,29083.97897,25625377.37
2420,6774,12097,134922.609,359009695.9
2421,4749,3967,83074.82697,134286644.6
2422,4746,7795,89802.70047,138142432.1
2423,4741,7964,68613.73182,111537500
2424,40221,11009,32020.21778,29465376.62
2425,40219,10449,9224.577661,2101001.243
2426,40225,13238,16756.04001,11639638.78
2427,40223,21393,26529.17004,8648453.535
2428,63840,1883,23398.72964,19368126.68
2429,63839,5736,34695.37787,37927868.22
2430,63834,6929,47645.17821,48054526.2
2431,63868,4107,25751.5957,33668964.35
2432,63843,4917,36411.33702,37596825.59
2433,40217,8335,9040.244618,1950799.299
2434,63768,13279,55141.34267,74060949.54
2435,63785,8584,37230.02766,59639443.52
2436,63853,4903,39714.70363,44403683.95
2437,63811,7512,39248.37308,45569034.84
2438,63829,2205,28021.2227,25841529.9
2439,63776,11934,62685.21458,87008447.76
2440,63867,3857,38789.80256,32835560.78
2441,63533,8978,37650.73547,43324901.17
2442,63791,8023,43641.30394,30894715.96
2443,63500,20059,53389.09621,74143662.49
2444,63512,13803,39648.03237,38364876.74
2445,67169,1162,17311.28158,9746109.639
2446,63538,7284,24370.89499,18068929.95
2447,67283,2664,27633.07482,25665562.33
2448,63796,7502,27037.87089,25779943.78
2449,63755,18675,56818.63092,144031522.3
2450,27419,10956,100407.6822,388581730.8
2451,27412,10845,134324.7271,511240467.3
2452,34388,5228,123349.2136,307517466.4
2453,34399,5436,86492.81556,136375121.9
2454,23570,13817,77591.93186,100864494.6
2455,23569,17518,60137.17728,86985301.67
2456,38312,6938,98501.69628,236787920.2
2457,38173,10284,87006.91269,218954677.2
2458,37136,7386,91771.21222,176527991.5
2459,14789,5367,98798.5668,289031909.9
2460,23629,352,18400.95758,17781517.62
2461,6796,2741,39063.30946,49763964.86
2462,6792,8866,45557.0337,62597917.24
2463,16303,31833,148591.7998,568886739.5
2464,15324,4352,121952.5944,385612638.7
2465,16341,18888,53241.36173,70497951.68
2466,15374,6893,132636.7965,410198516.8
2467,15344,25565,94491.95293,183602117.4
2468,40239,12227,8809.048161,3025018.123
2469,45473,17661,19282.71043,13401124.06
2470,40237,14871,12637.53669,4714137.037
2471,44805,27532,31403.51144,32924454.89
2472,40235,17101,15670.90612,6679230.029
2473,45525,19209,20936.95686,16057866.28
2474,40233,16740,16342.7823,5414329.144
2475,40231,18293,13993.98319,8412666.172
2476,40227,25521,12454.5454,5492553.387
2477,67811,548,21035.64032,19315941.89
2478,40215,15171,9186.607983,2018769.091
2479,27498,1407,36326.61898,5019858.697
2480,79194,12080,29474.88423,37352736.72
2481,27389,7388,109738.3418,339722069.6
2482,27386,8301,131246.6766,411087697.7
2483,27367,14320,157355.6728,479204527.6
2484,26529,13063,87779.30967,218286387
2485,26524,10887,87930.78054,200395213
2486,45891,26414,22226.03444,20324747.37
2487,45886,19053,19500.15854,16088823.4
2488,63579,14425,58692.71208,81044750.75
2489,64832,15606,64862.35711,161531725.3
2490,67297,1655,27030.32086,23654804.01
2491,63179,23731,34736.46125,32420984.7
2492,47137,30805,22744.69278,17149883.86
2493,63110,42895,61762.87312,157519147.4
2494,63322,26272,45374.13379,72869878.61
2495,63128,31886,32908.80604,52418003.92
2496,47119,11309,20250.23718,12858281.34
2497,63150,17831,37361.68969,46277111.6
2498,63303,39421,58332.83828,129075824.2
2499,45476,15065,15739.66133,11577371.82
2500,63225,34924,51347.834,70268518.97
2501,47058,14341,17415.03844,11915607.73
2502,63329,10890,45290.26889,35748950.68
2503,47059,8510,22757.06334,19257504.05
2504,63263,34716,51561.94184,58718128.78
2505,47057,25940,21534.09123,20706452.75
2506,63165,26967,35801.06982,50596467.31
